Internship_ID,Company_Name,Sector,Smart_City_Assigned,Fallback_City,Domain,Required_Skills,Required_Language,Location,Capacity,Reserved_Seats,Rural_Urban_Distribution,Duration,Stipend,Mode,Type,Minimum_Qualification,Min_CGPA,Eligibility_Stream,Application_Deadline
I0088,Paytm,Finance,Ahmedabad,Surat,Energy,"ML, Web Dev, Python",English,Ahmedabad,54,"{'GEN': 27, 'OBC': 14, 'SC': 8, 'ST': 4, 'EWS': 1}","{'Urban': 37, 'Rural': 17}",6 months,15000,Offline,NGO,PG,8.4,"Engineering, Science",2025-10-01
I0089,Flipkart,E-Governance,Nagpur,Bangalore,E-Governance,"Cybersecurity, Finance, Java, Python",English,Nagpur,46,"{'GEN': 23, 'OBC': 12, 'SC': 6, 'ST': 3, 'EWS': 2}","{'Urban': 32, 'Rural': 14}",2 months,5000,Hybrid,NGO,UG,8.4,"Commerce, Management",2025-11-05
I0090,Ola,Smart Mobility,Hyderabad,Warangal,Mobility,"Web Dev, Data Science",Hindi,Hyderabad,27,"{'GEN': 13, 'OBC': 7, 'SC': 4, 'ST': 2, 'EWS': 1}","{'Urban': 18, 'Rural': 9}",4 months,0,Offline,Corporate,PhD,6.8,"Management, Commerce",2025-10-30
I0091,HAL,Manufacturing,Patna,Gaya,Water Supply,"App Dev, SQL",Regional,Patna,23,"{'GEN': 11, 'OBC': 6, 'SC': 3, 'ST': 1, 'EWS': 2}","{'Urban': 16, 'Rural': 7}",3 months,10000,Offline,NGO,UG,7.1,"Commerce, Management",2025-09-23
I0092,Ola,Smart Mobility,Hyderabad,Warangal,Mobility,Cloud,Hindi,Hyderabad,42,"{'GEN': 21, 'OBC': 11, 'SC': 6, 'ST': 3, 'EWS': 1}","{'Urban': 29, 'Rural': 13}",4 months,5000,Online,Research,PhD,6.8,"Arts, Management",2025-09-18
I0093,IBM India,IT,Noida,Delhi,Governance,"AI, ML",English,Noida,60,"{'GEN': 30, 'OBC': 16, 'SC': 9, 'ST': 4, 'EWS': 1}","{'Urban': 42, 'Rural': 18}",3 months,15000,Hybrid,NGO,PG,6.2,"Engineering, Science",2025-10-01
I0094,ISRO,Research,Hyderabad,Warangal,Healthcare,"Python, Cloud, AI, SQL",Regional,Hyderabad,49,"{'GEN': 24, 'OBC': 13, 'SC': 7, 'ST': 3, 'EWS': 2}","{'Urban': 34, 'Rural': 15}",6 months,0,Hybrid,Government,PhD,6.7,"Management, Commerce",2025-10-27
I0095,Google India,IT,Mumbai,Pune,Governance,"C++, Cybersecurity",Regional,Mumbai,39,"{'GEN': 19, 'OBC': 10, 'SC': 5, 'ST': 2, 'EWS': 3}","{'Urban': 27, 'Rural': 12}",2 months,5000,Hybrid,NGO,UG,7.0,"Arts, Management",2025-09-24
I0096,HAL,Manufacturing,Chennai,Coimbatore,Water Supply,"Data Science, Java, SQL, ML",Regional,Chennai,49,"{'GEN': 24, 'OBC': 13, 'SC': 7, 'ST': 3, 'EWS': 2}","{'Urban': 34, 'Rural': 15}",4 months,0,Online,Corporate,PG,6.4,"Arts, Management",2025-11-21
I0097,ICICI Bank,Finance,Chennai,Coimbatore,Healthcare,"Python, Java, ML",English,Chennai,51,"{'GEN': 25, 'OBC': 13, 'SC': 7, 'ST': 3, 'EWS': 3}","{'Urban': 35, 'Rural': 16}",6 months,15000,Hybrid,Government,UG,7.2,"Management, Commerce",2025-11-21
I0098,Tech Mahindra,IT,Ahmedabad,Surat,Mobility,Cybersecurity,Regional,Ahmedabad,21,"{'GEN': 10, 'OBC': 5, 'SC': 3, 'ST': 1, 'EWS': 2}","{'Urban': 14, 'Rural': 7}",3 months,0,Online,Research,UG,7.6,"Engineering, Science",2025-10-06
I0099,ICICI Bank,Finance,Nagpur,Bangalore,Waste Management,"AI, Cloud, Web Dev, App Dev",Regional,Nagpur,26,"{'GEN': 13, 'OBC': 7, 'SC': 3, 'ST': 1, 'EWS': 2}","{'Urban': 18, 'Rural': 8}",6 months,10000,Offline,NGO,PG,7.6,"Engineering, Science",2025-11-20
I0100,HAL,Manufacturing,Bangalore,Mysuru,Energy,"Blockchain, Data Science, ML, Cybersecurity",Regional,Bangalore,59,"{'GEN': 29, 'OBC': 15, 'SC': 8, 'ST': 4, 'EWS': 3}","{'Urban': 41, 'Rural': 18}",2 months,8000,Offline,NGO,UG,8.4,"Commerce, Management",2025-09-28
I0101,Maruti Suzuki,Manufacturing,Ahmedabad,Surat,Healthcare,Web Dev,Regional,Ahmedabad,52,"{'GEN': 26, 'OBC': 14, 'SC': 7, 'ST': 3, 'EWS': 2}","{'Urban': 36, 'Rural': 16}",3 months,10000,Offline,Corporate,UG,6.4,"Engineering, Science",2025-11-04
I0102,Tata Motors,Manufacturing,Mumbai,Pune,Energy,"Web Dev, App Dev",Regional,Mumbai,56,"{'GEN': 28, 'OBC': 15, 'SC': 8, 'ST': 4, 'EWS': 1}","{'Urban': 39, 'Rural': 17}",6 months,15000,Online,Government,PhD,8.4,"Management, Commerce",2025-12-02
I0103,Amazon India,IT,Lucknow,Kanpur,Governance,App Dev,Hindi,Lucknow,51,"{'GEN': 25, 'OBC': 13, 'SC': 7, 'ST': 3, 'EWS': 3}","{'Urban': 35, 'Rural': 16}",3 months,0,Hybrid,Government,UG,7.8,"Management, Commerce",2025-10-26
I0104,Microsoft India,IT,Gurugram,Chennai,Waste Management,"IoT, C++",Hindi,Gurugram,23,"{'GEN': 11, 'OBC': 6, 'SC': 3, 'ST': 1, 'EWS': 2}","{'Urban': 16, 'Rural': 7}",4 months,5000,Offline,Research,PG,6.1,"Commerce, Management",2025-10-26
I0105,DRDO,Research,Nagpur,Chennai,Healthcare,"Blockchain, Public Policy, SQL",English,Nagpur,22,"{'GEN': 11, 'OBC': 5, 'SC': 3, 'ST': 1, 'EWS': 2}","{'Urban': 15, 'Rural': 7}",2 months,0,Hybrid,Corporate,PG,6.5,"Management, Commerce",2025-10-25
I0106,Maruti Suzuki,Manufacturing,Pune,Mumbai,Waste Management,"Public Policy, Cloud, Data Science, Cybersecurity",Regional,Pune,24,"{'GEN': 12, 'OBC': 6, 'SC': 3, 'ST': 1, 'EWS': 2}","{'Urban': 16, 'Rural': 8}",4 months,15000,Offline,NGO,UG,7.6,"Commerce, Management",2025-09-20
I0107,Apollo Hospitals,Healthcare,Noida,Delhi,Healthcare,App Dev,Hindi,Noida,44,"{'GEN': 22, 'OBC': 11, 'SC': 6, 'ST': 3, 'EWS': 2}","{'Urban': 30, 'Rural': 14}",4 months,8000,Hybrid,Research,PhD,6.0,"Management, Commerce",2025-10-27
I0108,Swiggy,Smart Mobility,Pune,Mumbai,Mobility,"Blockchain, Marketing, Web Dev, Cybersecurity",Regional,Pune,54,"{'GEN': 27, 'OBC': 14, 'SC': 8, 'ST': 4, 'EWS': 1}","{'Urban': 37, 'Rural': 17}",4 months,10000,Online,Government,PhD,8.0,"Arts, Management",2025-11-20
I0109,Apollo Hospitals,Healthcare,Noida,Delhi,Healthcare,"Marketing, Public Policy, Java, Cloud",Hindi,Noida,39,"{'GEN': 19, 'OBC': 10, 'SC': 5, 'ST': 2, 'EWS': 3}","{'Urban': 27, 'Rural': 12}",4 months,15000,Offline,NGO,PG,6.3,"Commerce, Management",2025-09-28
I0110,PhonePe,Finance,Chennai,Coimbatore,Governance,Web Dev,English,Chennai,21,"{'GEN': 10, 'OBC': 5, 'SC': 3, 'ST': 1, 'EWS': 2}","{'Urban': 14, 'Rural': 7}",4 months,15000,Offline,Government,PG,7.4,"Commerce, Management",2025-09-19
I0111,Amazon India,IT,Patna,Gaya,Governance,"App Dev, SQL, IoT, Cloud",Regional,Patna,34,"{'GEN': 17, 'OBC': 9, 'SC': 5, 'ST': 2, 'EWS': 1}","{'Urban': 23, 'Rural': 11}",3 months,8000,Offline,Research,PhD,7.3,"Engineering, Science",2025-11-23
I0112,Flipkart,E-Governance,Nagpur,Pune,E-Governance,App Dev,English,Nagpur,52,"{'GEN': 26, 'OBC': 14, 'SC': 7, 'ST': 3, 'EWS': 2}","{'Urban': 36, 'Rural': 16}",6 months,0,Online,Corporate,UG,7.3,"Commerce, Management",2025-11-16
I0113,BHEL,Manufacturing,Pune,Mumbai,Energy,"ML, Blockchain, Java",English,Pune,38,"{'GEN': 19, 'OBC': 10, 'SC': 5, 'ST': 2, 'EWS': 2}","{'Urban': 26, 'Rural': 12}",4 months,10000,Offline,Corporate,PG,7.3,"Management, Commerce",2025-10-20
I0114,Ola,Smart Mobility,Delhi,Gurugram,Mobility,Data Science,English,Delhi,49,"{'GEN': 24, 'OBC': 13, 'SC': 7, 'ST': 3, 'EWS': 2}","{'Urban': 34, 'Rural': 15}",6 months,15000,Online,Corporate,PhD,7.4,"Engineering, Science",2025-10-20
I0115,HAL,Manufacturing,Surat,Vadodara,Healthcare,"IoT, Cybersecurity",Hindi,Surat,22,"{'GEN': 11, 'OBC': 5, 'SC': 3, 'ST': 1, 'EWS': 2}","{'Urban': 15, 'Rural': 7}",2 months,8000,Hybrid,Corporate,UG,6.7,"Management, Commerce",2025-11-07
I0116,HCLTech,IT,Hyderabad,Warangal,Governance,"App Dev, Cybersecurity",Regional,Hyderabad,54,"{'GEN': 27, 'OBC': 14, 'SC': 8, 'ST': 4, 'EWS': 1}","{'Urban': 37, 'Rural': 17}",6 months,5000,Online,Government,PG,8.1,"Management, Commerce",2025-11-25
I0117,Wipro,IT,Ahmedabad,Surat,Mobility,Marketing,English,Ahmedabad,47,"{'GEN': 23, 'OBC': 12, 'SC': 7, 'ST': 3, 'EWS': 2}","{'Urban': 32, 'Rural': 15}",6 months,10000,Online,Corporate,PG,7.0,"Science, Engineering",2025-10-02
I0118,OYO,E-Governance,Gurugram,Hyderabad,E-Governance,Blockchain,Regional,Gurugram,25,"{'GEN': 12, 'OBC': 6, 'SC': 3, 'ST': 1, 'EWS': 3}","{'Urban': 17, 'Rural': 8}",6 months,8000,Hybrid,Research,UG,7.8,"Science, Engineering",2025-10-17
I0119,ONGC,Energy,Jaipur,Delhi,Energy,Cloud,Regional,Jaipur,36,"{'GEN': 18, 'OBC': 9, 'SC': 5, 'ST': 2, 'EWS': 2}","{'Urban': 25, 'Rural': 11}",2 months,0,Offline,Government,PG,8.4,"Engineering, Science",2025-10-31
I0120,Microsoft India,IT,Bhopal,Indore,Governance,"Public Policy, Blockchain, Java",English,Bhopal,37,"{'GEN': 18, 'OBC': 9, 'SC': 5, 'ST': 2, 'EWS': 3}","{'Urban': 25, 'Rural': 12}",3 months,15000,Hybrid,Research,PhD,6.1,"Arts, Management",2025-12-02
I0121,Tata Consultancy Services,IT,Ahmedabad,Surat,Energy,ML,Hindi,Ahmedabad,32,"{'GEN': 16, 'OBC': 8, 'SC': 4, 'ST': 2, 'EWS': 2}","{'Urban': 22, 'Rural': 10}",3 months,10000,Offline,NGO,UG,8.5,"Arts, Management",2025-10-15
I0122,NTPC,Energy,Nagpur,Mumbai,Energy,Cloud,Regional,Nagpur,48,"{'GEN': 24, 'OBC': 12, 'SC': 7, 'ST': 3, 'EWS': 2}","{'Urban': 33, 'Rural': 15}",6 months,0,Hybrid,Research,UG,6.9,"Management, Commerce",2025-10-02
I0123,ISRO,Research,Bangalore,Mysuru,Water Supply,"Web Dev, App Dev",Hindi,Bangalore,22,"{'GEN': 11, 'OBC': 5, 'SC': 3, 'ST': 1, 'EWS': 2}","{'Urban': 15, 'Rural': 7}",6 months,15000,Offline,Corporate,PhD,7.0,"Commerce, Management",2025-10-25
I0124,Microsoft India,IT,Bhopal,Indore,Governance,"Finance, App Dev",Regional,Bhopal,31,"{'GEN': 15, 'OBC': 8, 'SC': 4, 'ST': 2, 'EWS': 2}","{'Urban': 21, 'Rural': 10}",4 months,0,Offline,Corporate,PhD,7.8,"Commerce, Management",2025-11-21
I0125,ONGC,Energy,Indore,Bhopal,Energy,"Marketing, Cybersecurity, Finance, Cloud",Regional,Indore,22,"{'GEN': 11, 'OBC': 5, 'SC': 3, 'ST': 1, 'EWS': 2}","{'Urban': 15, 'Rural': 7}",3 months,10000,Hybrid,Government,PhD,6.0,"Management, Commerce",2025-11-11
I0126,ICICI Bank,Finance,Guwahati,Kolkata,Energy,SQL,English,Guwahati,25,"{'GEN': 12, 'OBC': 6, 'SC': 3, 'ST': 1, 'EWS': 3}","{'Urban': 17, 'Rural': 8}",2 months,15000,Online,NGO,UG,6.7,"Management, Commerce",2025-09-20
I0127,Mahindra & Mahindra,Manufacturing,Hyderabad,Warangal,Healthcare,"SQL, Cloud, Python, Marketing",English,Hyderabad,50,"{'GEN': 25, 'OBC': 13, 'SC': 7, 'ST': 3, 'EWS': 2}","{'Urban': 35, 'Rural': 15}",4 months,0,Online,Research,UG,6.9,"Engineering, Science",2025-10-30
I0128,Adobe India,IT,Noida,Delhi,Energy,"C++, SQL, Cybersecurity, AI",English,Noida,20,"{'GEN': 10, 'OBC': 5, 'SC': 3, 'ST': 1, 'EWS': 1}","{'Urban': 14, 'Rural': 6}",2 months,0,Hybrid,Corporate,PG,8.5,"Arts, Management",2025-11-29
I0129,PhonePe,Finance,Chennai,Coimbatore,Waste Management,"Data Science, Cybersecurity, AI, Blockchain",Regional,Chennai,51,"{'GEN': 25, 'OBC': 13, 'SC': 7, 'ST': 3, 'EWS': 3}","{'Urban': 35, 'Rural': 16}",4 months,8000,Online,NGO,PG,6.9,"Commerce, Management",2025-09-25
I0130,Microsoft India,IT,Surat,Vadodara,Water Supply,"Blockchain, Cloud, C++",Regional,Surat,25,"{'GEN': 12, 'OBC': 6, 'SC': 3, 'ST': 1, 'EWS': 3}","{'Urban': 17, 'Rural': 8}",6 months,10000,Online,NGO,PG,6.9,"Engineering, Science",2025-10-22
I0131,HAL,Manufacturing,Bhopal,Indore,Water Supply,"ML, C++, Java, Public Policy",Hindi,Bhopal,49,"{'GEN': 24, 'OBC': 13, 'SC': 7, 'ST': 3, 'EWS': 2}","{'Urban': 34, 'Rural': 15}",2 months,10000,Online,Research,PhD,6.7,"Arts, Management",2025-11-16
I0132,Tata Motors,Manufacturing,Pune,Mumbai,Mobility,"Cybersecurity, App Dev, Java",Regional,Pune,29,"{'GEN': 14, 'OBC': 7, 'SC': 4, 'ST': 2, 'EWS': 2}","{'Urban': 20, 'Rural': 9}",3 months,5000,Online,Government,UG,8.0,"Science, Engineering",2025-12-02
I0133,BHEL,Manufacturing,Lucknow,Kanpur,Mobility,SQL,Regional,Lucknow,35,"{'GEN': 17, 'OBC': 9, 'SC': 5, 'ST': 2, 'EWS': 2}","{'Urban': 24, 'Rural': 11}",6 months,15000,Hybrid,Government,UG,8.0,"Engineering, Science",2025-10-15
I0134,Amazon India,IT,Indore,Bhopal,Governance,"App Dev, Cloud",Hindi,Indore,31,"{'GEN': 15, 'OBC': 8, 'SC': 4, 'ST': 2, 'EWS': 2}","{'Urban': 21, 'Rural': 10}",6 months,15000,Offline,Government,PG,7.6,"Science, Engineering",2025-12-06
I0135,ONGC,Energy,Jaipur,Delhi,Energy,"Marketing, App Dev, Python, Cloud",Hindi,Jaipur,58,"{'GEN': 29, 'OBC': 15, 'SC': 8, 'ST': 4, 'EWS': 2}","{'Urban': 40, 'Rural': 18}",6 months,5000,Offline,Government,UG,6.6,"Arts, Management",2025-10-22
I0136,AIIMS,Healthcare,Gurugram,Chennai,Healthcare,"Cloud, SQL, Python",English,Gurugram,22,"{'GEN': 11, 'OBC': 5, 'SC': 3, 'ST': 1, 'EWS': 2}","{'Urban': 15, 'Rural': 7}",2 months,5000,Offline,Research,PhD,8.2,"Arts, Management",2025-10-18
I0137,HAL,Manufacturing,Lucknow,Kanpur,Water Supply,App Dev,Hindi,Lucknow,58,"{'GEN': 29, 'OBC': 15, 'SC': 8, 'ST': 4, 'EWS': 2}","{'Urban': 40, 'Rural': 18}",4 months,5000,Hybrid,Corporate,UG,7.2,"Commerce, Management",2025-11-17
I0138,AIIMS,Healthcare,Bhopal,Indore,Healthcare,"SQL, AI, IoT, C++",English,Bhopal,58,"{'GEN': 29, 'OBC': 15, 'SC': 8, 'ST': 4, 'EWS': 2}","{'Urban': 40, 'Rural': 18}",4 months,5000,Offline,Corporate,PhD,7.6,"Commerce, Management",2025-10-06
I0139,Google India,IT,Patna,Gaya,Energy,"Python, AI",Hindi,Patna,58,"{'GEN': 29, 'OBC': 15, 'SC': 8, 'ST': 4, 'EWS': 2}","{'Urban': 40, 'Rural': 18}",4 months,8000,Online,NGO,PhD,7.2,"Management, Commerce",2025-11-30
I0140,Microsoft India,IT,Jaipur,Delhi,Energy,Java,Hindi,Jaipur,32,"{'GEN': 16, 'OBC': 8, 'SC': 4, 'ST': 2, 'EWS': 2}","{'Urban': 22, 'Rural': 10}",3 months,5000,Offline,Research,PhD,8.4,"Commerce, Management",2025-10-19
I0141,Google India,IT,Gurugram,Hyderabad,Healthcare,"Java, Marketing, Web Dev, Cloud",English,Gurugram,23,"{'GEN': 11, 'OBC': 6, 'SC': 3, 'ST': 1, 'EWS': 2}","{'Urban': 16, 'Rural': 7}",4 months,0,Online,Government,UG,8.0,"Management, Commerce",2025-11-11
I0142,PhonePe,Finance,Nagpur,Pune,Energy,App Dev,English,Nagpur,23,"{'GEN': 11, 'OBC': 6, 'SC': 3, 'ST': 1, 'EWS': 2}","{'Urban': 16, 'Rural': 7}",4 months,0,Online,Corporate,UG,6.1,"Management, Commerce",2025-10-14
I0143,DRDO,Research,Ahmedabad,Surat,Healthcare,"Web Dev, Finance, Cloud, AI",English,Ahmedabad,43,"{'GEN': 21, 'OBC': 11, 'SC': 6, 'ST': 3, 'EWS': 2}","{'Urban': 30, 'Rural': 13}",4 months,5000,Offline,Research,PG,7.8,"Management, Commerce",2025-09-19
I0144,BYJU'S,Education,Bhopal,Indore,Education,"Marketing, Blockchain",Hindi,Bhopal,42,"{'GEN': 21, 'OBC': 11, 'SC': 6, 'ST': 3, 'EWS': 1}","{'Urban': 29, 'Rural': 13}",6 months,8000,Online,Corporate,PG,6.8,"Engineering, Science",2025-11-18
I0145,Microsoft India,IT,Delhi,Gurugram,Healthcare,"Data Science, Finance",Regional,Delhi,59,"{'GEN': 29, 'OBC': 15, 'SC': 8, 'ST': 4, 'EWS': 3}","{'Urban': 41, 'Rural': 18}",2 months,8000,Hybrid,NGO,PG,6.4,"Management, Commerce",2025-10-01
I0146,Paytm,Finance,Chandigarh,Delhi,Waste Management,"AI, Marketing, Cybersecurity",English,Chandigarh,39,"{'GEN': 19, 'OBC': 10, 'SC': 5, 'ST': 2, 'EWS': 3}","{'Urban': 27, 'Rural': 12}",4 months,15000,Hybrid,Corporate,PG,7.6,"Commerce, Management",2025-10-04
I0147,BHEL,Manufacturing,Patna,Gaya,Waste Management,C++,English,Patna,50,"{'GEN': 25, 'OBC': 13, 'SC': 7, 'ST': 3, 'EWS': 2}","{'Urban': 35, 'Rural': 15}",4 months,15000,Hybrid,Corporate,UG,7.9,"Science, Engineering",2025-10-03
I0148,Tech Mahindra,IT,Indore,Bhopal,Energy,"Public Policy, SQL",Hindi,Indore,53,"{'GEN': 26, 'OBC': 14, 'SC': 7, 'ST': 3, 'EWS': 3}","{'Urban': 37, 'Rural': 16}",2 months,15000,Online,Corporate,PhD,7.0,"Arts, Management",2025-10-06
I0149,BHEL,Manufacturing,Delhi,Gurugram,Waste Management,"Public Policy, Web Dev, Cloud",Hindi,Delhi,42,"{'GEN': 21, 'OBC': 11, 'SC': 6, 'ST': 3, 'EWS': 1}","{'Urban': 29, 'Rural': 13}",6 months,0,Hybrid,Government,PG,6.4,"Commerce, Management",2025-10-24
I0150,Wipro,IT,Pune,Mumbai,Mobility,Finance,English,Pune,39,"{'GEN': 19, 'OBC': 10, 'SC': 5, 'ST': 2, 'EWS': 3}","{'Urban': 27, 'Rural': 12}",2 months,5000,Hybrid,Government,UG,8.2,"Engineering, Science",2025-11-14
I0151,AIIMS,Healthcare,Mumbai,Pune,Healthcare,"Cybersecurity, Data Science, IoT, AI",Hindi,Mumbai,43,"{'GEN': 21, 'OBC': 11, 'SC': 6, 'ST': 3, 'EWS': 2}","{'Urban': 30, 'Rural': 13}",3 months,5000,Hybrid,NGO,PhD,8.0,"Engineering, Science",2025-11-30
I0152,BYJU'S,Education,Gurugram,Pune,Education,SQL,English,Gurugram,42,"{'GEN': 21, 'OBC': 11, 'SC': 6, 'ST': 3, 'EWS': 1}","{'Urban': 29, 'Rural': 13}",4 months,15000,Online,Corporate,PhD,6.5,"Engineering, Science",2025-10-08
I0153,Google India,IT,Nagpur,Chennai,Water Supply,"Marketing, AI, Java",English,Nagpur,48,"{'GEN': 24, 'OBC': 12, 'SC': 7, 'ST': 3, 'EWS': 2}","{'Urban': 33, 'Rural': 15}",2 months,5000,Online,Research,PhD,6.4,"Engineering, Science",2025-11-10
I0154,Apollo Hospitals,Healthcare,Kolkata,Durgapur,Healthcare,"AI, Marketing, Web Dev, Finance",Regional,Kolkata,34,"{'GEN': 17, 'OBC': 9, 'SC': 5, 'ST': 2, 'EWS': 1}","{'Urban': 23, 'Rural': 11}",6 months,15000,Hybrid,Government,PG,6.4,"Commerce, Management",2025-09-23
I0155,Fortis Healthcare,Healthcare,Jaipur,Delhi,Healthcare,App Dev,Hindi,Jaipur,56,"{'GEN': 28, 'OBC': 15, 'SC': 8, 'ST': 4, 'EWS': 1}","{'Urban': 39, 'Rural': 17}",2 months,0,Hybrid,NGO,PhD,7.9,"Arts, Management",2025-09-25
I0156,BYJU'S,Education,Mumbai,Pune,Education,"App Dev, Python, C++, Web Dev",English,Mumbai,29,"{'GEN': 14, 'OBC': 7, 'SC': 4, 'ST': 2, 'EWS': 2}","{'Urban': 20, 'Rural': 9}",2 months,15000,Offline,Government,UG,8.3,"Commerce, Management",2025-11-30
I0157,ICICI Bank,Finance,Noida,Delhi,Healthcare,"Web Dev, Python, Cybersecurity",Hindi,Noida,40,"{'GEN': 20, 'OBC': 10, 'SC': 6, 'ST': 3, 'EWS': 1}","{'Urban': 28, 'Rural': 12}",4 months,5000,Online,Corporate,UG,7.1,"Commerce, Management",2025-12-04
I0158,Fortis Healthcare,Healthcare,Delhi,Gurugram,Healthcare,Cybersecurity,English,Delhi,47,"{'GEN': 23, 'OBC': 12, 'SC': 7, 'ST': 3, 'EWS': 2}","{'Urban': 32, 'Rural': 15}",2 months,0,Hybrid,Corporate,PhD,6.6,"Management, Commerce",2025-11-15
I0159,Apollo Hospitals,Healthcare,Noida,Delhi,Healthcare,"AI, ML",Regional,Noida,40,"{'GEN': 20, 'OBC': 10, 'SC': 6, 'ST': 3, 'EWS': 1}","{'Urban': 28, 'Rural': 12}",2 months,15000,Hybrid,Corporate,PhD,7.4,"Engineering, Science",2025-10-23
I0160,Tech Mahindra,IT,Chennai,Coimbatore,Energy,ML,English,Chennai,45,"{'GEN': 22, 'OBC': 12, 'SC': 6, 'ST': 3, 'EWS': 2}","{'Urban': 31, 'Rural': 14}",6 months,5000,Hybrid,Research,PG,6.7,"Science, Engineering",2025-09-19
I0161,NTPC,Energy,Jaipur,Delhi,Energy,"SQL, Cloud",English,Jaipur,49,"{'GEN': 24, 'OBC': 13, 'SC': 7, 'ST': 3, 'EWS': 2}","{'Urban': 34, 'Rural': 15}",4 months,0,Hybrid,Corporate,UG,6.5,"Commerce, Management",2025-10-30
I0162,Adobe India,IT,Mumbai,Pune,Healthcare,"C++, Public Policy, Finance",English,Mumbai,52,"{'GEN': 26, 'OBC': 14, 'SC': 7, 'ST': 3, 'EWS': 2}","{'Urban': 36, 'Rural': 16}",2 months,0,Hybrid,Government,UG,7.9,"Arts, Management",2025-09-22
I0163,Google India,IT,Nagpur,Hyderabad,Mobility,Data Science,Regional,Nagpur,33,"{'GEN': 16, 'OBC': 8, 'SC': 4, 'ST': 2, 'EWS': 3}","{'Urban': 23, 'Rural': 10}",6 months,10000,Online,Corporate,PG,7.8,"Management, Commerce",2025-10-05
I0164,AIIMS,Healthcare,Patna,Gaya,Healthcare,"Finance, AI, C++, Blockchain",English,Patna,48,"{'GEN': 24, 'OBC': 12, 'SC': 7, 'ST': 3, 'EWS': 2}","{'Urban': 33, 'Rural': 15}",4 months,0,Online,Corporate,UG,7.8,"Engineering, Science",2025-10-02
I0165,Ola,Smart Mobility,Delhi,Gurugram,Mobility,SQL,Hindi,Delhi,48,"{'GEN': 24, 'OBC': 12, 'SC': 7, 'ST': 3, 'EWS': 2}","{'Urban': 33, 'Rural': 15}",4 months,8000,Offline,Research,UG,7.3,"Commerce, Management",2025-11-26
I0166,ISRO,Research,Noida,Delhi,Healthcare,"Blockchain, Python, SQL",English,Noida,24,"{'GEN': 12, 'OBC': 6, 'SC': 3, 'ST': 1, 'EWS': 2}","{'Urban': 16, 'Rural': 8}",4 months,8000,Hybrid,NGO,PhD,7.6,"Science, Engineering",2025-10-18
I0167,Ola,Smart Mobility,Patna,Gaya,Mobility,Blockchain,Hindi,Patna,49,"{'GEN': 24, 'OBC': 13, 'SC': 7, 'ST': 3, 'EWS': 2}","{'Urban': 34, 'Rural': 15}",2 months,15000,Online,Research,UG,6.9,"Management, Commerce",2025-12-05
I0168,OYO,E-Governance,Delhi,Gurugram,E-Governance,"ML, Cybersecurity, App Dev",Regional,Delhi,30,"{'GEN': 15, 'OBC': 8, 'SC': 4, 'ST': 2, 'EWS': 1}","{'Urban': 21, 'Rural': 9}",4 months,5000,Offline,Corporate,UG,6.4,"Science, Engineering",2025-10-26
I0169,ICICI Bank,Finance,Hyderabad,Warangal,Water Supply,Marketing,Regional,Hyderabad,28,"{'GEN': 14, 'OBC': 7, 'SC': 4, 'ST': 2, 'EWS': 1}","{'Urban': 19, 'Rural': 9}",6 months,0,Online,NGO,PG,7.2,"Science, Engineering",2025-09-24
I0170,ISRO,Research,Patna,Gaya,Waste Management,"Cloud, AI",English,Patna,41,"{'GEN': 20, 'OBC': 11, 'SC': 6, 'ST': 3, 'EWS': 1}","{'Urban': 28, 'Rural': 13}",2 months,15000,Hybrid,Research,UG,8.2,"Science, Engineering",2025-10-19
I0171,HCLTech,IT,Bhopal,Indore,Energy,AI,Hindi,Bhopal,22,"{'GEN': 11, 'OBC': 5, 'SC': 3, 'ST': 1, 'EWS': 2}","{'Urban': 15, 'Rural': 7}",4 months,15000,Online,Corporate,PhD,8.5,"Science, Engineering",2025-10-22
I0172,Tata Consultancy Services,IT,Mumbai,Pune,Water Supply,"SQL, Blockchain, Public Policy, AI",English,Mumbai,53,"{'GEN': 26, 'OBC': 14, 'SC': 7, 'ST': 3, 'EWS': 3}","{'Urban': 37, 'Rural': 16}",2 months,0,Hybrid,Government,PG,8.4,"Management, Commerce",2025-11-27
I0173,Ola,Smart Mobility,Guwahati,Kolkata,Mobility,"Public Policy, Cloud, Web Dev",English,Guwahati,59,"{'GEN': 29, 'OBC': 15, 'SC': 8, 'ST': 4, 'EWS': 3}","{'Urban': 41, 'Rural': 18}",3 months,10000,Hybrid,NGO,UG,7.1,"Arts, Management",2025-09-18
I0174,BHEL,Manufacturing,Lucknow,Kanpur,Healthcare,Finance,Regional,Lucknow,32,"{'GEN': 16, 'OBC': 8, 'SC': 4, 'ST': 2, 'EWS': 2}","{'Urban': 22, 'Rural': 10}",6 months,5000,Offline,Government,UG,8.0,"Science, Engineering",2025-10-27
I0175,ISRO,Research,Lucknow,Kanpur,Mobility,"Marketing, Python",Regional,Lucknow,21,"{'GEN': 10, 'OBC': 5, 'SC': 3, 'ST': 1, 'EWS': 2}","{'Urban': 14, 'Rural': 7}",2 months,5000,Offline,Government,PhD,7.4,"Arts, Management",2025-09-30
